1982354553	en
1980533202	en
2888215057	en
2510494289	en
2058849002	en
1521473405	ko
2863949512	fr
2773203975	en
1647571044	en
2015795765	en
2580907775	en
1586093553	en
2056969641	en
80059933	ja
2292716136	en
95932304	en
1987949699	en
2598413899	en
1976831951	en
2374523774	en
2766995932	en
2088909874	en
1989779184	en
2412096327	en
2360382744	en
2106495711	en
2209159344	en
2090872242	en
1886010698	de
2406202787	en
1969427316	en
2819143172	en
2402773627	en
1502820664	en
2422704686	en
2753967399	en
2087043501	en
2784974768	en
2884066675	en
2002841646	en
2083288252	en
2030637407	en
2843883148	fi
2075792575	en
48257632	en
2125557059	en
2274649164	en
2722292767	en
1997230105	en
2028734580	en
2119261966	en
1548705876	en
2072035264	en
128282295	en
1484822582	en
15862084	es
2040014282	en
2859057195	zh_chs
2834074055	en
1576892116	en
2092790206	en
988156072	en
1963892300	en
2829083056	en
2560146725	en
2586857959	en
2340889420	en
2045700401	en
2163499493	en
2804630249	en
2317083515	en
2313333166	en
2336477301	en
1595505943	en
2094706462	en
2553387007	en
2626002002	en
2134861960	en
2606750797	id
2763148676	en
2100296419	en
2199132062	en
2264659647	zh_cht
2237731999	en
757109754	en
2043758350	en
2012060866	en
2066354466	en
159469931	en
1530350641	en
2732640027	pt
1971276549	en
1973129125	en
1967602358	en
2010235932	en
2038147637	en
2737160480	en
2062578013	en
1986098893	en
2324547838	en
2481888035	ko
1914789138	en
2526465722	de
2570961093	ja
2032535657	en
2219372098	en
208305628	en
2328445924	ja
1604807068	en
2122294957	en
2349830958	en
2564773432	en
2034367364	en
2228187821	en
2770160778	en
64148195	en
2824144370	en
2157131378	en
1672470152	en
2017628226	en
2070144257	en
2615766754	en
2759755916	en
2385352297	zh_chs
2053157577	en
2112899751	en
2792912476	cs
2474660790	de
143792776	en
1993523174	en
2269722158	en
1539626872	en
937325420	en
368004221	fr
9	es
2283178069	en
2085166071	en
1999085065	en
2013951590	en
2590669236	en
1982354556	en
1980533202	fa
2888215058	en
2510494290	en
2058849005	en
1521473406	en
2863949639	en
2773203977	en
1647571254	en
2015795766	en
2580907797	en
1586093555	en
2056969647	en
80059938	en
2292716139	zh_chs
95932330	en
1987949707	en
2598413901	en
1976831951	fr
2374523784	en
2766995937	pt
2088909876	en
1989779187	en
2412096328	en
2360382747	zh_chs
2106495713	en
2209159346	en
2090872243	en
1886010698	en
2406202798	de
1969427321	en
2819143482	en
2402773632	de
1502820664	ja
2422704686	pt
2753967402	en
2087043505	de
2784974772	ja
2884066686	en
2002841648	en
2083288267	en
2030637411	de
2843883585	en
2075792583	en
48257654	en
2125557060	es
2274649171	en
2722292767	tr
1997230106	ja
2028734585	en
2119261970	en
1548705891	en
2072035270	en
128282304	en
1484822588	en
15862115	es
2040014283	en
2859057554	en
2834074131	en
1576892135	en
2092790209	en
988156089	zh_chs
1963892300	fr
2829083822	es
2560146745	id
2586857966	en
2340889420	ja
2045700410	en
2163499493	zh_cht
2804630249	zh_chs
2317083518	de
2313333170	en
2336477302	en
1595505956	en
2094706464	en
2553387015	de
2626002009	fr
2134861969	ko
2606750807	en
2763148683	en
2100296420	en
2199132103	en
2264659654	en
2237732021	en
757109848	zh_chs
2043758355	en
2012060870	en
2066354470	en
159469940	en
1530350673	es
2732640028	pt
1971276559	en
1973129142	en
1967602362	en
2010235936	en
2038147640	en
2737160481	en
2062578015	en
1986098893	fr
2324547841	en
2481888045	fr
1914789157	th
2526465730	en
2570961147	en
2032535658	en
2219372136	es
208305701	en
2328445925	en
1604807087	en
2122294976	en
2349830989	en
2564773448	zh_cht
2034367365	en
2228187821	es
2770160781	es
64148268	es
2824144529	en
2157131389	en
1672470192	fr
2017628227	en
2070144262	en
2615766756	en
2759755918	en
2385352442	en
2053157578	en
2112899761	en
2792912493	en
2474660790	nl
143792783	en
1993523177	en
2269722161	en
1539626893	ja
937325435	pl
368004255	ja
15	en
2283178073	en
2085166072	en
1999085066	en
2013951592	en
2590669237	zh_chs
1982354556	fr
1980533206	en
2888215060	en
2510494302	en
2058849008	fr
1521473417	en
2863950312	en
2773203980	en
1647571282	en
2015795767	en
2580907799	en
1586093577	en
2056969651	en
80059961	en
2292716141	en
95932389	en
1987949709	en
2598413911	id
1976831956	en
2374523822	en
2766995938	zh_chs
2088909882	en
1989779188	en
2412096330	en
2360382793	es
2106495719	en
2209159364	ko
2090872247	en
1886010698	nl
2406202801	en
1969427322	en
2819144043	en
2402773634	en
1502820676	zh_chs
2422704705	en
2753967408	en
2087043505	en
2784974773	zh_chs
2884066693	es
2002841653	en
2083288272	en
2030637411	en
2843883810	en
2075792585	en
48257737	id
2125557077	en
2274649176	en
2722292797	en
1997230107	en
2028734600	en
2119261970	nl
1548705903	en
2072035271	en
128282388	en
1484822596	en
15862134	en
2040014285	en
2859057563	en
2834074946	es
1576892146	en
2092790211	en
988156176	en
1963892312	en
2829084048	de
2560146751	en
2586857971	en
2340889422	cs
2045700415	en
2163499494	en
2804630254	en
2317083518	en
2313333198	en
2336477310	zh_chs
1595505959	nl
2094706471	en
2553387015	en
2626002010	zh_chs
2134861971	en
2606750812	en
2763148691	zh_chs
2100296420	ja
2199132124	pt
2264659656	zh_chs
2237732035	en
757109850	de
2043758356	en
2012060877	en
2066354472	en
159469977	ja
1530350673	pt
2732640034	fr
1971276564	en
1973129146	en
1967602364	en
2010235938	en
2038147650	en
2737160483	en
2062578016	de
1986098898	en
2324547848	en
2481888073	ca
1914789167	en
2526465732	en
2570961151	en
2032535662	en
2219372150	ko
208305707	en
2328445926	en
1604807089	zh_cht
2122294990	en
2349831133	en
2564773450	ru
2034367366	zh_chs
2228187823	en
2770160782	en
64148275	en
2824144601	fr
2157131395	en
1672470192	ja
2017628228	en
2070144267	en
2615766767	en
2759755919	en
2385352448	en
2053157583	en
2112899768	en
2792912502	en
2474660797	en
143792792	en
1993523178	en
2269722163	es
1539626899	en
937325443	zh_chs
368004364	ja
23	en
2283178077	en
2085166085	en
1999085066	es
2013951592	ja
2590669249	en
1982354565	en
1980533211	pt
2888215063	en
2510494308	en
2058849009	en
1521473432	en
2863950337	en
2773203984	en
1647571417	en
2015795775	en
2580907800	en
1586093618	en
2056969652	en
80059999	ja
2292716142	fr
95932405	en
1987949714	en
2598413912	en
1976831963	en
2374524145	fr
2766995942	en
2088909882	zh_chs
1989779188	nl
2412096331	en
2360382845	en
2106495731	en
2209159381	fr
2090872247	es
1886010726	en
2406202829	de
1969427334	en
2819145217	en
2402773638	en
1502820714	ko
2422704766	en
2753967412	en
2087043511	en
2784974780	ja
2884066694	en
2002841653	fr
2083288275	en
2030637412	en
2843884335	id
2075792593	en
48257780	en
2125557089	en
2274649179	en
2722293037	de
1997230117	en
2028734604	en
2119261979	es
1548705914	fr
2072035276	en
128282389	en
1484822596	nl
15862138	en
2040014288	en
2859057799	en
2834075299	en
1576892152	en
2092790212	en
988156187	es
1963892313	en
2829084199	en
2560146755	en
2586857977	en
2340889454	en
2045700420	en
2163499497	en
2804630261	en
2317083543	es
2313333200	en
2336477311	ko
1595505961	ko
2094706475	en
2553387020	en
2626002026	de
2134861975	en
2606750817	en
2763148696	en
2100296420	ru
2199132134	en
2264659676	ko
2237732112	en
757109936	en
2043758360	en
2012060880	en
2066354475	en
159469989	en
1530350681	sv
2732640040	en
1971276565	en
1973129154	en
1967602365	en
2010235945	en
2038147654	en
2737160489	en
2062578016	en
1986098902	en
2324547858	en
2481888085	en
1914789167	ja
2526465734	en
2570961158	de
2032535664	en
2219372160	en
208305713	ja
2328445944	en
1604807100	en
2122294991	en
2349831133	id
2564773457	en
2034367368	en
2228187827	en
2770160790	es
64148324	de
2824144730	en
2157131418	en
1672470266	id
2017628232	en
2070144271	en
2615766768	id
2759755920	en
2385352553	en
2053157589	en
2112899771	en
2792912503	en
2474660800	en
143792815	en
1993523182	en
2269722163	pt
1539626902	en
937325445	en
368004366	fr
58	en
2283178088	en
2085166088	en
1999085074	en
2013951595	en
2590669253	en
1982354568	en
1980533212	en
2888215067	en
2510494310	zh_chs
2058849009	es
1521473448	en
2863950904	ar
2773203988	en
1647571453	fr
2015795777	en
2580907803	en
1586093630	ja
2056969654	en
80060004	en
2292716149	pt
95932412	en
1987949732	en
2598413912	it
1976831965	en
2374524148	en
2766995944	en
2088909887	en
1989779192	en
2412096332	en
2360382903	ja
2106495736	en
2209159408	en
2090872253	en
1886010766	en
2406202829	en
1969427339	en
2819145228	en
2402773643	de
1502820716	en
2422704783	en
2753967419	ja
2087043515	en
2784974783	pl
2884066698	en
2002841665	en
2083288282	en
2030637418	en
2843884997	en
2075792594	en
48257804	es
2125557097	en
2274649187	en
2722293605	id
1997230123	en
2028734605	en
2119261979	fr
1548705916	en
2072035277	en
128282393	en
1484822651	en
15862165	es
2040014295	en
2859057890	en
2834075548	en
1576892152	es
2092790214	en
988156287	fr
1963892322	en
2829084229	en
2560146765	en
2586857978	ru
2340889462	fr
2045700421	en
2163499497	es
2804630262	en
2317083567	en
2313333203	fr
2336477316	en
1595505979	en
2094706478	en
2553387030	de
2626002026	en
2134861980	en
2606750821	en
2763148700	en
2100296428	en
2199132136	en
2264659687	en
2237732142	ru
757110039	en
2043758360	es
2012060881	en
2066354475	zh_chs
159470007	ru
1530350684	en
2732640044	en
1971276567	en
1973129158	en
1967602365	fr
2010235954	en
2038147660	en
2737160492	en
2062578016	fr
1986098912	en
2324547862	en
2481888106	en
1914789184	en
2526465740	en
2570961158	en
2032535668	en
2219372198	en
208305751	en
2328445951	en
1604807102	en
2122295004	en
2349831306	en
2564773458	en
2034367373	en
2228187837	en
2770160810	en
64148333	en
2824145082	en
2157131421	en
1672470329	en
2017628238	en
2070144272	en
2615766778	en
2759755921	en
2385352553	ja
2053157589	ja
2112899772	en
2792912506	en
2474660802	de
143792830	es
1993523185	en
2269722168	es
1539626903	es
937325456	es
368004373	en
79	en
2283178100	en
2085166092	en
1999085078	en
2013951597	en
2590669258	en
1982354570	en
1980533216	en
2888215089	en
2510494311	en
2058849016	en
1521473449	en
2863950904	en
2773203989	en
1647571491	en
2015795781	en
2580907807	ja
1586093642	en
2056969658	en
80060092	en
2292716154	fr
95932449	es
1987949738	en
2598413915	en
1976831966	en
2374524264	en
2766995944	zh_chs
2088909888	en
1989779195	en
2412096334	en
2360382912	en
2106495738	en
2209159410	en
2090872255	en
1886010821	en
2406202830	en
1969427340	en
2819145304	en
2402773653	en
1502820716	es
2422704801	en
2753967422	id
2087043516	en
2784974795	en
2884066700	en
2002841665	fr
2083288285	en
2030637418	es
2843885825	en
2075792601	en
48257810	fr
2125557098	en
2274649195	en
2722294093	en
1997230126	en
2028734613	en
2119261996	en
1548705923	en
2072035283	en
128282406	es
1484822659	ko
15862178	ru
2040014300	en
2859058106	es
2834075692	en
1576892172	en
2092790214	fr
988156288	zh_chs
1963892323	en
2829084453	en
2560146766	en
2586857984	de
2340889462	pt
2045700424	en
2163499504	en
2804630282	ja
2317083572	en
2313333210	en
2336477317	en
1595505979	fr
2094706483	en
2553387032	en
2626002028	ru
2134861982	en
2606750822	en
2763148705	en
2100296437	es
2199132138	en
2264659689	en
2237732156	en
757110045	en
2043758363	en
2012060881	fr
2066354476	en
159470044	en
1530350697	en
2732640056	en
1971276571	ja
1973129163	en
1967602368	en
2010235956	en
2038147660	fr
2737160493	en
2062578018	en
1986098918	en
2324547864	en
2481888106	nl
1914789196	en
2526465746	en
2570961194	en
2032535684	pt
2219372198	zh_chs
208305761	ja
2328445952	en
1604807102	es
2122295004	zh_cht
2349831544	en
2564773459	ko
2034367374	en
2228187861	ru
2770160821	en
64148346	en
2824145094	en
2157131424	en
1672470374	en
2017628239	en
2070144275	en
2615766780	pt
2759755922	en
2385352607	en
2053157596	en
2112899774	en
2792912513	en
2474660817	en
143792844	es
1993523187	en
2269722176	en
1539626923	en
937325519	en
368004374	ja
87	es
2283178104	en
2085166094	en
1999085084	en
2013951601	en
2590669261	en
1982354572	en
1980533220	en
2888215093	en
2510494318	pl
2058849017	en
1521473468	en
2863950904	ja
2773203991	en
1647571610	ca
2015795782	en
2580907809	en
1586093680	en
